0,0.054169,-0.013318,-9.686491,-0.119998
0.1,0.040402,-0.029329,-9.703999,-0.102523
0.2,0.040851,-0.018705,-9.682002,-0.124543
0.3,0.061351,-0.019004,-9.680206,-0.12623
0.4,0.045041,-0.027683,-9.677213,-0.129292
0.5,0.046238,-0.013916,-9.713575,-0.092955
0.6,0.055815,-0.03711,-9.698163,-0.108256
0.7,0.042796,-0.00823,-9.644592,-0.161959
0.8,0.045789,-0.023792,-9.687987,-0.118525
0.9,0.048333,-0.035913,-9.694422,-0.112041
1,-0.115371,-1.499518,-9.685294,-0.005283
1.1,0.480486,-1.198448,-9.684995,-0.035966
1.2,-0.099808,-1.844583,-9.678111,0.046181
1.3,0.775871,1.43682,-9.7239,0.053404
1.4,-0.18166,3.057096,-9.707291,0.372266
1.5,0.292093,0.041899,-9.75697,-0.045219
1.6,-1.039682,-0.121955,-9.650279,-0.099762
1.7,2.346318,-2.313397,-19.921404,10.385411
1.8,0.806397,0.906205,-10.220398,0.485484
1.9,-0.841263,-0.252738,-2.246659,-7.394374
2,0.282067,-1.290624,0.84216,-8.239963
2.1,1.090858,-1.846977,-10.367492,0.780427
2.2,2.635268,-0.892139,-14.555549,5.012411
2.3,0.769736,-0.068384,-13.178883,3.39487
2.4,0.160262,-0.713622,-9.439589,-0.338768
2.5,0.067337,0.125696,-9.775076,-0.030534
2.6,0.092925,0.031723,-9.746945,-0.059211
2.7,0.051176,-0.023792,-9.697714,-0.108772
2.8,0.124648,0.010924,-9.70325,-0.102593
2.9,0.070779,0.007183,-9.729138,-0.077252
3,0.093673,-0.025588,-9.663148,-0.143015
3.1,0.095918,0.031574,-9.804106,-0.002024
3.2,0.108038,-0.018256,-9.729886,-0.076147
3.3,0.068534,-0.038607,-9.70759,-0.098742
3.4,0.118214,-0.013617,-9.674221,-0.131697
3.5,0.106692,-0.014515,-9.708937,-0.097117
3.6,0.056264,-0.013318,-9.702502,-0.103975
3.7,0.091728,-0.025289,-9.712827,-0.093357
