0.000,0.050
0.000,0.100
0.000,0.150
0.000,0.200
-0.058,0.250
-0.116,0.300
-0.116,0.350
-0.058,0.400
-0.058,0.450
-0.116,0.500
-0.116,0.550
-0.058,0.600
0.000,0.650
0.000,0.700
0.000,0.750
0.000,0.800
0.000,0.850
0.058,0.900
0.116,0.950
0.116,1.000
0.058,1.050
0.000,1.100
0.000,1.150
0.058,1.200
0.116,1.250
0.116,1.300
0.000,1.350
-0.116,1.400
-0.116,1.450
-0.058,1.500
0.000,1.550
0.000,1.600
-0.058,1.650
-0.116,1.700
-0.116,1.750
-0.058,1.800
0.000,1.850
0.000,1.900
0.000,1.950
0.000,2.000
0.058,2.050
0.116,2.100
0.116,2.150
0.058,2.200
0.000,2.250
0.000,2.300
0.000,2.350
0.000,2.400
0.000,2.450
0.000,2.500
0.000,2.550
0.000,2.600
0.000,2.650
0.000,2.700
0.000,2.750
0.000,2.800
-0.058,2.850
-0.116,2.900
-0.116,2.950
-0.058,3.000
0.000,3.050
0.000,3.100
0.058,3.150
0.116,3.200
0.116,3.250
0.116,3.300
0.116,3.350
0.116,3.400
0.116,3.450
0.116,3.500
0.116,3.550
0.000,3.600
-0.116,3.650
-0.175,3.700
-0.175,3.750
-0.116,3.800
-0.058,3.850
0.233,3.900
1.222,3.950
2.851,4.000
4.072,4.050
3.898,4.100
2.676,4.150
1.513,4.200
0.814,4.250
0.349,4.300
-0.058,4.350
-0.291,4.400
-0.349,4.450
-0.349,4.500
-0.349,4.550
-0.349,4.600
-0.291,4.650
-0.175,4.700
-0.116,4.750
-0.116,4.800
-0.116,4.850
-0.058,4.900
0.000,4.950
0.058,5.000
0.116,5.050
0.175,5.100
0.175,5.150
0.175,5.200
0.175,5.250
0.116,5.300
0.116,5.350
0.116,5.400
0.116,5.450
0.058,5.500
0.000,5.550
0.000,5.600
-0.058,5.650
-0.116,5.700
-0.116,5.750
-0.116,5.800
-0.116,5.850
-0.116,5.900
-0.058,5.950
-0.058,6.000
-0.116,6.050
-0.116,6.100
-0.058,6.150
0.058,6.200
0.116,6.250
0.116,6.300
0.058,6.350
0.058,6.400
0.116,6.450
0.116,6.500
0.058,6.550
0.000,6.600
0.000,6.650
0.000,6.700
0.000,6.750
0.000,6.800
0.000,6.850
0.000,6.900
0.000,6.950
-0.058,7.000
-0.116,7.050
-0.116,7.100
-0.058,7.150
0.000,7.200
0.000,7.250
0.000,7.300
0.000,7.350
0.000,7.400
0.000,7.450
0.000,7.500
0.000,7.550
0.058,7.600
0.116,7.650
0.116,7.700
0.058,7.750
0.000,7.800
0.000,7.850
0.000,7.900
0.000,7.950
0.000,8.000
0.000,8.050
0.000,8.100
0.000,8.150
-0.058,8.200
-0.116,8.250
-0.116,8.300
-0.058,8.350
0.000,8.400
0.000,8.450
0.000,8.500
0.000,8.550
0.000,8.600
0.000,8.650
0.000,8.700
0.000,8.750
0.058,8.800
0.116,8.850
0.116,8.900
0.058,8.950
0.000,9.000
0.000,9.050
0.000,9.100
0.000,9.150
0.000,9.200
0.000,9.250
0.000,9.300
0.000,9.350
-0.058,9.400
-0.116,9.450
-0.116,9.500
-0.058,9.550
0.000,9.600
0.000,9.650
0.000,9.700
0.000,9.750
0.000,9.800
0.000,9.850
0.000,9.900
0.000,9.950
0.058,10.000
0.116,10.050
0.116,10.100
0.058,10.150
0.000,10.200
0.000,10.250
0.000,10.300
0.000,10.350
0.000,10.400
0.000,10.450
0.000,10.500
-0.058,10.550
-0.116,10.600
-0.116,10.650
-0.058,10.700
0.000,10.750
0.000,10.800
0.000,10.850
0.000,10.900
0.000,10.950
0.000,11.000
0.000,11.050
0.000,11.100
0.058,11.150
0.116,11.200
0.116,11.250
0.058,11.300
0.000,11.350
0.000,11.400
0.000,11.450
0.000,11.500
0.000,11.550
0.000,11.600
0.000,11.650
0.000,11.700
-0.058,11.750
-0.116,11.800
-0.116,11.850
-0.058,11.900
0.000,11.950
0.000,12.000
0.000,12.050
0.000,12.100
0.000,12.150
0.000,12.200
0.000,12.250
0.058,12.300
0.116,12.350
0.116,12.400
0.058,12.450
0.000,12.500
0.000,12.550
0.000,12.600
0.000,12.650
0.000,12.700
0.000,12.750
0.000,12.800
0.000,12.850
-0.058,12.900
-0.116,12.950
-0.116,13.000
-0.058,13.050
0.000,13.100
0.000,13.150
0.000,13.200
0.000,13.250
0.000,13.300
0.000,13.350
0.000,13.400
0.058,13.450
0.116,13.500
0.116,13.550
0.175,13.600
0.698,13.650
1.804,13.700
2.909,13.750
3.549,13.800
3.665,13.850
3.607,13.900
3.607,13.950
3.607,14.000
3.607,14.050
3.491,14.100
3.374,14.150
3.374,14.200
3.374,14.250
3.316,14.300
3.200,14.350
3.142,14.400
3.142,14.450
3.083,14.500
3.025,14.550
2.967,14.600
2.909,14.650
2.851,14.700
2.793,14.750
2.734,14.800
2.676,14.850
2.618,14.900
2.560,14.950
2.502,15.000
2.443,15.050
2.443,15.100
2.443,15.150
2.385,15.200
2.269,15.250
2.211,15.300
2.211,15.350
2.211,15.400
1.978,15.450
1.396,15.500
0.698,15.550
0.116,15.600
-0.175,15.650
-0.291,15.700
-0.349,15.750
-0.349,15.800
-0.291,15.850
-0.233,15.900
-0.233,15.950
-0.233,16.000
-0.175,16.050
-0.058,16.100
0.000,16.150
0.000,16.200
0.058,16.250
0.116,16.300
0.175,16.350
0.175,16.400
0.175,16.450
0.233,16.500
0.233,16.550
0.175,16.600
0.116,16.650
0.116,16.700
0.116,16.750
0.058,16.800
0.000,16.850
0.000,16.900
-0.058,16.950
-0.116,17.000
-0.116,17.050
-0.116,17.100
-0.116,17.150
-0.116,17.200
-0.116,17.250
-0.116,17.300
-0.116,17.350
-0.058,17.400
0.000,17.450
0.000,17.500
0.000,17.550
0.058,17.600
0.116,17.650
0.116,17.700
0.116,17.750
0.116,17.800
0.116,17.850
0.058,17.900
0.000,17.950
0.000,18.000
0.000,18.050
0.000,18.100
0.000,18.150
0.000,18.200
